id	name	definition	synonyms
DOID:0110024	age related macular degeneration 12	An age related macular degeneration conferred by mutation in the CX3CR1 gene on chromosome 3p22. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15208270, url:https\://www.ncbi.nlm.nih.gov/pubmed/17909628]	ARMD12
DOID:0110025	age related macular degeneration 13	An age related macular degeneration conferred by heterozygous mutation in the CFI gene on chromosome 4q25. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23685748]	ARMD13
DOID:0110026	age related macular degeneration 14	An age related macular degeneration associated with variation at or near the C2 and CFB genes on chromosome 6p21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16518403]	ARMD14
DOID:0110027	age related macular degeneration 15	An age related macular degeneration conferred by variation in the C9 gene on chromosome 5p13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24036952]	ARMD15
DOID:0110028	age related macular degeneration 5	An age related macular degeneration onferred by heterozygous mutation in the ERCC6 gene on chromosome 10q11. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16754848]	ARMD5
DOID:0110029	alpha thalassemia-intellectual disability syndrome type 1	An alpha thalassemia that has_material_basis_in a deletion in chromosome 16p that involves the alpha-1 (HBA1) and alpha-2 (HBA2) genes, among others. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15921166, url:https\://www.ncbi.nlm.nih.gov/pubmed/18076105]	alpha thalassemia-intellectual disability syndrome, deletion type,alpha thalassemia-retardation syndrome,alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,alpha-thalassemia/mental retardation syndrome, deletion-type,alpha-thalassemia/mental retardation syndrome, type 1,ATR syndrome linked to chromosome 16,ATR syndrome, deletion type,ATR-16 syndrome
DOID:0110030	alpha thalassemia-X-linked intellectual disability syndrome	An alpha thalassemia that has_material_basis_in mutation in the ATRX gene on Xq21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/1415255, url:https\://www.ncbi.nlm.nih.gov/pubmed/7697714]	alpha-thalassemia/mental retardation syndrome nondeletion type,ATR, nondeletion type,ATR-X syndrome
DOID:0110031	hemoglobin H disease	An alpha thalassemia that has_material_basis_in contiguous gene deletion of the hemoglobin alpha-1 (HBA1) and alpha-2 (HBA2) genes on one chromosome 16, and a defect, deletional or nondeletional, in either HBA1 or HBA2 on the other. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12393486]	alpha thalassemia, haemoglobin H type,alpha thalassemia, hemoglobin H type,alpha-thalassemia intermedia,haemoglobin H disease,haemoglobin H disease, deletional,HBH,hemoglobin H disease, deletional
DOID:0110032	autosomal dominant Alport syndrome	An Alport syndrome that has_material -basis_in heterozygous mutation in the COL4A3 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11044206]	
DOID:0110033	autosomal recessive Alport syndrome	An Alport syndrome that has_material -basis_in homozygous or compound heterozygous mutation in the COL4A3 or the COL4A4 gene, both of which map to chromosome 2q. [url:https\://www.ncbi.nlm.nih.gov/pubmed/25575550]	
DOID:0110034	X-linked Alport syndrome	An Alport syndrome that has_material_basis_in mutation in the gene encoding the alpha-5 chain of basement membrane collagen type IV (COL4A5). [url:https\://www.ncbi.nlm.nih.gov/pubmed/2349482]	nephropathy and deafness, X-linked
DOID:0110035	Alzheimer's disease 2	An Alzheimer's disease that is characterized by an association of the apolipoprotein E E4 allele. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8346443]	AD2,Alzheimer disease 2, late onset,Alzheimer disease associated with APOE4,Alzheimer disease-2
DOID:0110036	Alzheimer's disease 16	An Alzheimer's disease that is characterized by an associated with a risk allele in in the PCDH11X gene on chromosome Xq21.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19136949]	AD16,Alzheimer's disease 16, late onset
DOID:0110037	Alzheimer's disease 5	An Alzheimer's disease that is characterized by an associated with variation in  the region 12p11.23-q13.12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9333264]	AD5,Alzheimer disease 5,Alzheimer disease, familial 5,Alzheimer's disease 5, late onset
DOID:0110038	Alzheimer's disease 6	An Alzheimer's disease that is characterized by an associated with variation in  the region 10q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16385451]	AD6,Alzheimer disease 6,Alzheimer disease 6, late onset
DOID:0110039	Alzheimer's disease 7	An Alzheimer's disease that is characterized by an associated with variation in  the region 10p13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11443525]	AD7,Alzheimer disease 7,Alzheimer disease, familial 7
DOID:0110040	Alzheimer's disease 4	An Alzheimer's disease that has_material_basis_in a mutation in the presenilin-2 gene (PSEN2) on chromosome 1q42. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12925374, url:https\://www.ncbi.nlm.nih.gov/pubmed/7638622, url:https\://www.ncbi.nlm.nih.gov/pubmed/7651536]	AD4,Alzheimer disease 4,Alzheimer disease, familial4,Alzheimer's disease 4, early onset
DOID:0110041	Alzheimer's disease 8	An Alzheimer's disease that is characterized by an associated with variation in the region 20p12.2-q11.21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9008509]	AD8,Alzheimer disease 8,Alzheimer disease, familial 8,Alzheimer's disease 8, late onset
DOID:0110042	Alzheimer's disease 3	An Alzheimer's disease that has_material_basis_in mutation in the presenilin-1 gene (PSEN1) on chromosome 14q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/1303290, url:https\://www.ncbi.nlm.nih.gov/pubmed/7596406]	AD3,Alzheimer disease 3,Alzheimer disease 3, early onset,Alzheimer disease familial 3
DOID:0110043	Alzheimer's disease 10	An Alzheimer's disease that is characterized by an associated with variation in the region 7q36. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16175510]	AD10,Alzheimer disease 10,Alzheimer disease familial 10,Alzheimer's disease 10, early onset
DOID:0110044	Alzheimer's disease 11	An Alzheimer's disease that is characterized by an associated with variation in the region 9p22.1. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18761660]	AD11,Alzheimer disease 11,Alzheimer's disease 11, late onset
DOID:0110045	Alzheimer's disease 12	An Alzheimer's disease that is characterized by an associated with variation in the region 8p12-q22. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16825432]	AD12,Alzheimer disease 12,Alzheimer disease familial 12
DOID:0110046	Alzheimer's disease 13	An Alzheimer's disease that is characterized by an associated with variation in the region 1q21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17564960]	AD13,Alzheimer disease 13,Alzheimer's disease 13, late onset
DOID:0110047	Alzheimer's disease 14	An Alzheimer's disease that is characterized by an associated with variation in the region 1q25. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17564960]	AD14,Alzheimer disease 14,Alzheimer's disease 14, late onset
DOID:0110048	Alzheimer's disease 15	An Alzheimer's disease that is characterized by an associated with variations in the region 3q22-q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17564960]	AD15,Alzheimer disease 15,Alzheimer's disease 15, late onset
DOID:0110049	Alzheimer's disease 17	An Alzheimer's disease that is characterized by an associated with mutations in the gene TREM2. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23150934]	AD17,Alzheimer disease 17,Alzheimer disease 17, late onset
DOID:0110050	Alzheimer's disease 18	An Alzheimer's disease that has_material_basis_in a mutation in the ADAM10 gene on chromosome 15q21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19608551]	AD18,Alzheimer disease 18,Alzheimer's disease 18, late onset
DOID:0110051	Alzheimer's disease 19	An Alzheimer's disease that is characterized by associated variants of the gene PLD3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24336208, url:https\://www.ncbi.nlm.nih.gov/pubmed/25832408]	AD19,Alzheimer disease 19,Alzheimer disease 19 late onset
DOID:0110052	amelogenesis imperfecta type 1B	An amelogenesis imperfecta that has_material_basis_in heterozygous mutation in the enamelin gene (ENAM) on chromosome 4q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11487571]	AI1B,AIH2,amelogenesis imperfecta type IB,autosomal dominant hypoplastic local amelogenesis imperfecta,hereditary localized enamel hypoplasia
DOID:0110053	amelogenesis imperfecta type 4	An amelogenesis imperfecta which can has_material_basis_in mutation in the DLX3 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15666299]	AI4,AIHHT,amelogenesis imperfecta hypomaturation-hypoplastic type with taurodontism
DOID:0110054	amelogenesis imperfecta type 1A	An amelogenesis imperfecta that has_material_basis_in heterozygous mutation in the beta-3 laminin gene (LAMB3) on chromosome 1q32. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23632796, url:https\://www.ncbi.nlm.nih.gov/pubmed/23958762]	AI1A,amelogenesis imperfecta hypoplastic type IA,amelogenesis imperfecta type IA
DOID:0110055	amelogenesis imperfecta type 3A	An amelogenesis imperfecta type 3 that has_material_basis_in heterozygous mutation in the FAM83H gene on chromosome 8q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18252228, url:https\://www.ncbi.nlm.nih.gov/pubmed/18484629]	ADHCAI,AI3,amelogenesis imperfecta hypomineralization type,amelogenesis imperfecta type III,autosomal dominant amelogenesis imperfecta hypocalcification type
DOID:0110056	amelogenesis imperfecta type 1C	An amelogenesis imperfecta that has_material_basis_in homozygous mutation in the enamelin gene (ENAM). [url:https\://www.ncbi.nlm.nih.gov/pubmed/14684688]	AI1C,amelogenesis imperfecta type IC,autosomal recessive amelogenesis imperfecta hypoplastic with or without openbite malocclusion,autosomal recessive amelogenesis imperfecta local hypoplastic type
DOID:0110057	amelogenesis imperfecta type 2A1	An amelogenesis imperfecta that has_material_basis_in homozygous mutation in the kallikrein-4 gene (KLK4) on chromosome 19q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15235027, url:https\://www.ncbi.nlm.nih.gov/pubmed/23355523]	AI2A1,amelogenesis imperfecta pigmented hypomaturation type 1,amelogenesis imperfecta type IIA1
DOID:0110058	amelogenesis imperfecta type 1E	An amelogenesis imperfecta that has_material_basis_in X-linked dominant mutation in the gene encoding amelogenin (AMELX). [url:https\://ghr.nlm.nih.gov/condition/amelogenesis-imperfecta, url:https\://www.omim.org/entry/301200]	AIH1,amelogenesis imperfecta hypomaturationtype with snow-capped teeth,amelogenesis imperfecta type IE,X-linked amelogenesis imperfecta 1,X-linked amelogenesis imperfecta hypoplastic/hypomaturation 1,X-linked enamel hypoplasia
DOID:0110059	X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2	An amelogenesis imperfecta associated with mutation in a gene in the Xq22-q28 region. [url:https\://www.ncbi.nlm.nih.gov/pubmed/1358807]	AIH3,amelogenesis imperfecta  type IE X-linked 2,amelogenesis imperfecta 3 hypoplastic type,X-linked enamel hypoplasia
DOID:0110060	amelogenesis imperfecta hypomaturation type 2A2	An amelogenesis imperfecta that has_material_basis_in homozygous mutation in the matrix metalloproteinase-20 gene (MMP20). [url:https\://www.ncbi.nlm.nih.gov/pubmed/15744043]	AI2A2,amelogenesis imperfecta hypomaturation type IIA2,amelogenesis imperfecta pigmented hypomaturation type 2,amelogenesis imperfecta type IIA2
DOID:0110061	amelogenesis imperfecta hypomaturation type 2A3	An amelogenesis imperfecta caused by homozygous mutation in the WDR72 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19853237]	AI2A3,amelogenesis imperfecta hypomaturation type IIA3,amelogenesis imperfecta type IIA3
DOID:0110062	amelogenesis imperfecta hypomaturation type 2A4	An amelogenesis imperfecta caused  by homozygous mutation in the C4ORF26 gene on chromosome 4q21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/22901946]	AI2A4,amelogenesis imperfecta hypomaturation type IIA4,amelogenesis imperfecta type IIA4
DOID:0110063	amelogenesis imperfecta hypomaturation type 2A5	An amelogenesis imperfecta that has_material_basis_in homozygous mutation in the SLC24A4 gene on chromosome 14q32. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23375655]	AI2A5,amelogenesis imperfecta hypomaturation type IIA5,amelogenesis imperfecta type IIA5
DOID:0110064	amelogenesis imperfecta type 1H	An amelogenesis imperfecta that has_material_basis_in homozygous or compound heterozygous mutation in the integrin beta-6 gene (ITGB6) on chromosome 2q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24305999, url:https\://www.ncbi.nlm.nih.gov/pubmed/24319098]	AI1H,amelogenesis imperfecta type IH
DOID:0110065	amelogenesis imperfecta type 1F	An amelogenesis imperfecta that has_material_basis_in homozygous mutation in the ameloblastin gene (AMBN) on chromosome 4q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24858907]	AI1F,amelogenesis imperfecta hypoplastic type IF,amelogenesis imperfecta type IF
DOID:0110066	amelogenesis imperfecta type 1G	An amelogenesis imperfecta that has_material_basis_in homozygous or compound heterozygous mutation in the FAM20A gene on chromosome 17q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23468644, url:https\://www.ncbi.nlm.nih.gov/pubmed/24196488]	AI1G,AIGFS,amelogenesis imperfecta and gingival fibromatosis syndrome,amelogenesis imperfecta hypoplastic with nephrocalcinosis,amelogenesis imperfecta type IG,enamel-renal syndrome,enamel-renal-gingival syndrome,ERS
DOID:0110067	juvenile amyotrophic lateral sclerosis with dementia	A juvenile amyotrophic lateral sclerosis that is slowly progressive with concomitantly progressive dementia. [url:https\://www.ncbi.nlm.nih.gov/pubmed/5692341]	ALS-dementia complex
DOID:0110068	frontotemporal dementia and/or amyotrophic lateral sclerosis-3	An amyotrophic lateral sclerosis that has_material_basis_in mutation in the SQSTM1 gene on chromosome 5q35. [url:https\://www.ncbi.nlm.nih.gov/pubmed/22084127]	frontotemporal dementia and/or amyotrophic lateral sclerosis 3,FTDALS3
DOID:0110069	frontotemporal dementia and/or amyotrophic lateral sclerosis-4	An amyotrophic lateral sclerosis that has_material_basis_in mutation in the TBK1 gene on chromosome 12q14. [url:https\://www.ncbi.nlm.nih.gov/pubmed/25700176]	frontotemporal dementia and/or amyotrophic lateral sclerosis 4,FTDALS4
DOID:0110070	arrhythmogenic right ventricular dysplasia 1	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the TGFB3 gene on chromosome 14q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15639475]	arrhythmogenic right ventricular cardiomyopathy 1,ARVC1,Uhl anomaly
DOID:0110071	arrhythmogenic right ventricular dysplasia 2	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the cardiac ryanodine receptor-2 gene (RYR2) on chromosome 1q43. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11159936]	arrhythmogenic right ventricular cardiomyopathy 2,ARVC2,ARVD2,familial arrhythmogenic right ventricular dysplasia 2
DOID:0110072	arrhythmogenic right ventricular dysplasia 3	An arrhythmogenic right ventricular dysplasia associated with variation in the region 14q12-q22. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8824801]	arrhythmogenic right ventricular cardiomyopathy 3,ARVC3,ARVD3,familial arrhythmogenic right ventricular dysplasia 3
DOID:0110073	arrhythmogenic right ventricular dysplasia 4	An arrhythmogenic right ventricular dysplasia associated with variation in the region 2q32.1-q32.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9344647]	arrhythmogenic right ventricular cardiomyopathy 4,ARVC4,ARVD4,familial arrhythmogenic right ventricular dysplasia 4
DOID:0110074	arrhythmogenic right ventricular dysplasia 5	An arrhythmogenic right ventricular dysplasia  that has_material_basis_in heterozygous mutation in the TMEM43 gene on chromosome 3p25. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18313022]	arrhythmogenic right ventricular cardiomyopathy 5,ARVC5,ARVD5,familial arrhythmogenic right ventricular dysplasia 5
DOID:0110075	arrhythmogenic right ventricular dysplasia 6	An arrhythmogenic right ventricular dysplasia associated with variation in the region 10p14-p12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10631146]	arrhythmogenic right ventricular cardiomyopathy 6,ARVC6,ARVD6,familial arrhythmogenic right ventricular dysplasia 6
DOID:0110076	arrhythmogenic right ventricular dysplasia 8	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the gene encoding desmoplakin (DSP) on chromosome 6p24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12373648]	arrhythmogenic right ventricular cardiomyopathy 8,ARVC8,ARVD8,familial arrhythmogenic right ventricular dysplasia 8
DOID:0110077	arrhythmogenic right ventricular dysplasia 9	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutations in the PKP2 gene on chromosome 12p11. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15489853]	arrhythmogenic right ventricular cardiomyopathy 9,ARVC9,ARVD9,familial arrhythmogenic right ventricular dysplasia 9
DOID:0110078	Leber congenital amaurosis 1	A Leber congenital amaurosis characterized by severe cone-rod dystrophy with photophobia, high hyperopia, and poor but stable vision with no visual improvement and that has_material_basis_in mutation in the GUCY2D gene on chromosome 17p13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/8944027]	amaurosis congenita of Leber I,LCA1
DOID:0110079	Leber congenital amaurosis 8	A Leber congenital amaurosis that is characterized by night blindness and thick unlaminated retinas and has_material_basis_in mutation in the CRB1 gene on chromosome 1q31-q32. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11231775]	LCA8
DOID:0110080	Leber congenital amaurosis 12	A Leber congenital amaurosis that has_material_basis_in mutation in the RD3 gene on chromosome 1q32. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17186464]	LCA12
DOID:0110081	arrhythmogenic right ventricular dysplasia 10	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the desmoglein-2 gene (DSG2) on chromosome 18q12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16505173, url:https\://www.ncbi.nlm.nih.gov/pubmed/17105751]	arrhythmogenic right ventricular cardiomyopathy 10,ARVC10,ARVD10,familial arrhythmogenic right ventricular dysplasia 10
DOID:0110082	arrhythmogenic right ventricular dysplasia 11	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the desmocollin-2 gene (DSC2) on chromosome 18q. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17033975]	arrhythmogenic right ventricular cardiomyopathy 11,ARVC11,ARVD11,familial arrhythmogenic right ventricular dysplasia 11
DOID:0110083	arrhythmogenic right ventricular dysplasia 12	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the gene encoding junction plakoglobin (JUP) on chromosome 17q21. [url:https\://pubmed.ncbi.nlm.nih.gov/17924338/]	arrhythmogenic right ventricular cardiomyopathy 12,ARVC12,ARVD12,familial arrhythmogenic right ventricular dysplasia 12
DOID:0110084	arrhythmogenic right ventricular dysplasia 13	An arrhythmogenic right ventricular dysplasia that has_material_basis_in heterozygous mutation in the CTNNA3 gene on chromosome 10q21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23136403]	arrhythmogenic right ventricular cardiomyopathy 13,ARVC13,ARVD13,familial arrhythmogenic right ventricular dysplasia 13
DOID:0110085	asphyxiating thoracic dystrophy 1	An asphyxiating thoracic dystrophy associated with variation in the region 15q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/20503315]	ATD1,short-rib thoracic dysplasia 1 with or without polydactyly,SRTD1
DOID:0110086	asphyxiating thoracic dystrophy 2	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous mutation in the IFT80 gene on chromosome 3q25. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17468754]	ATD2,short-rib thoracic dysplasia 2 with or without polydactyly,SRTD2
DOID:0110087	asphyxiating thoracic dystrophy 3	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous or compound heterozygous mutation in the DYNC2H1 gene on chromosome 11q22. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19442771]	ATD3,polydactyly with neonatal chondrodystrophy, type I,polydactyly with neonatal chondrodystrophy, type III,Saldino-Noonan syndrome,short rib-polydactyly syndrome, type I,short rib-polydactyly syndrome, type IIB,short-rib thoracic dysplasia 3 with or without polydactyly,SRPS1,SRPS2B,SRPS3,SRTD3,Verma-Naumoff syndrome
DOID:0110088	asphyxiating thoracic dystrophy 4	An asphyxiating thoracic dystrophy has_material_basis_in compound heterozygous mutation in the TTC21B gene on chromosome 2q24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/21258341]	ATD4,short-rib thoracic dysplasia 4 with or without polydactyly,SRTD4
DOID:0110089	asphyxiating thoracic dystrophy 5	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous mutation in the WDR19 gene on chromosome 4p14. [url:https\://www.ncbi.nlm.nih.gov/pubmed/22019273]	ATD5,short-rib thoracic dysplasia 5 with or without polydactyly,SRTD5
DOID:0110090	short-rib thoracic dysplasia 7 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous or compound heterozygous mutation in the WDR35 gene on chromosome 2p21.1. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17935248, url:https\://www.ncbi.nlm.nih.gov/pubmed/21473986]	short rib-polydactyly syndrome type V,SRPS5,SRTD7
DOID:0110091	short-rib thoracic dysplasia 10 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous or compound heterozygous mutation in the IFT172 gene on chromosome 2p23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24140113]	SRTD10
DOID:0110092	short-rib thoracic dysplasia 6 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous mutation in the NEK1 gene on chromosome 4q33. [url:https\://www.ncbi.nlm.nih.gov/pubmed/21211617, url:https\://www.ncbi.nlm.nih.gov/pubmed/22499340]	Majewski syndrome,polydactyly with neonatal chondrodystrophy, type II,short rib-polydactyly syndrome type IIA,SRPS2A,SRTD6
DOID:0110093	short-rib thoracic dysplasia 13 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous mutation in the CEP120 gene on chromosome 5q23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/25361962]	SRTD13
DOID:0110094	short-rib thoracic dysplasia 8 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in compound heterozygous mutation in the WDR60 gene on chromosome 7q36. [url:https\://www.ncbi.nlm.nih.gov/pubmed/23910462]	short rib-polydactyly syndrome type VI,SRPS6,SRTD8
DOID:0110095	short-rib thoracic dysplasia 11 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous or compound heterozygous mutation in the WDR34 gene on chromosome 9q34. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24183449]	SRTD11
DOID:0110096	short-rib thoracic dysplasia 14 with polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous mutation in the KIAA0586 gene on chromosome 14q23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/26166481]	SRTD14
DOID:0110097	short-rib thoracic dysplasia 9 with or without polydactyly	An asphyxiating thoracic dystrophy that has_material_basis_in homozygous or compound heterozygous mutation in the IFT140 gene on chromosome 16p13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/22503633]	renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia and skeletal dysplasia,SRTD9
DOID:0110098	atopic dermatitis 2	An atopic dermatitis conferred by variation in the FLG gene on chromosome 1q21. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16912508]	ATOD2
DOID:0110099	atopic dermatitis 3	An atopic dermatitis associated with variation in the region 20p. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11279517]	ATOD3,atopic dermatitis with asthma
DOID:0110100	atopic dermatitis 4	An atopic dermatitis associated with variation in the region 17q25.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11279517]	ATOD4
DOID:0110101	atopic dermatitis 5	An atopic dermatitis associated with variation in the region 13q12-q14. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11069631]	ATOD5
DOID:0110102	atopic dermatitis 6	An atopic dermatitis associated with variation in the region 5q31-q33. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11069631]	ATOD6
DOID:0110103	atopic dermatitis 7	An atopic dermatitis associated with variation in the region 11q13.5. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19349984]	ATOD7
DOID:0110104	atopic dermatitis 8	An atopic dermatitis associated with variation in the region 4q22.1. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19517137]	ATOD8
DOID:0110105	atopic dermatitis 9	An atopic dermatitis associated with variation in the region 3p24. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19517137]	ATOD9
DOID:0110106	atrial heart septal defect 1	An atrial heart septal defect type 1 associated with variation in the region 5p. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9610535]	ASD1,atrial septal defect 1
DOID:0110107	atrial heart septal defect 2	An atrial heart septal defect type 2 that has_material_basis_in heterozygous mutation in the GATA4 gene on chromosome 8p23. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12845333]	ASD2,atrial septal defect 2
DOID:0110108	atrial heart septal defect 3	An atrial heart septal defect type 3 that has_material_basis_in heterozygous mutation in the myosin heavy chain-6 gene (MYH6) on chromosome 14q12. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15735645]	ASD3,atrial septal defect 3
DOID:0110109	atrial heart septal defect 4	An atrial heart septal defect type 4 that has_material_basis_in mutation in the TBX20 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17668378]	ASD4,atrial septal defect 4
DOID:0110110	atrial heart septal defect 5	An atrial heart septal defect type 5 that has_material_basis_in heterozygous mutation in the ACTC1 gene on chromosome 15q14. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17947298]	ASD5,atrial septal defect 5
DOID:0110111	atrial heart septal defect 6	An atrial heart septal defect type 6 that has_material_basis_in heterozygous mutation in the TLL1 gene on chromosome 4q32. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18830233]	ASD6,atrial septal defect 6
DOID:0110112	atrial heart septal defect 7	An atrial heart septal defect that has_material_basis_in heterozygous mutation in the NKX2-5 gene on chromosome 5q35. [url:https\://www.ncbi.nlm.nih.gov/pubmed/9651244]	ASD with or without atrioventricular conduction defects,atrial septal defect 7, with or without AV conduction defects,atrial septal defect-atrioventricular conduction defects syndrome
DOID:0110113	atrial heart septal defect 8	An atrial heart septal defect that has_material_basis_in heterozygous mutation in the CITED2 gene on chromosome 6q23.3. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16287139]	ASD8,atrial septal defect 8
DOID:0110114	atrial heart septal defect 9	An atrial heart septal defect that has_material_basis_in heterozygous mutation in the GATA6 gene on chromosome 18q11. [url:https\://www.ncbi.nlm.nih.gov/pubmed/20631719]	ASD9,atrial septal defect 9
DOID:0110115	autoimmune lymphoproliferative syndrome type 2A	An autoimmune lymphoproliferative syndrome that has_material_basis_in mutation in the CASP10 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/16446975]	ALPS2A,autoimmune lymphoproliferative syndrome type IIA
DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	An autoimmune lymphoproliferative syndrome that has_material_basis_in homozygous mutation in the CASP8 gene on chromosome 2q33. [url:https\://www.ncbi.nlm.nih.gov/pubmed/12353035]	ALPS with recurrent viral infections,ALPS2B,autoimmune lymphoproliferative syndrome type IIB,autoimmune lymphoproliferative syndrome with recurrent viral infections,Caspase 8 deficiency,Caspase 8 deficiency syndrome,Caspase eight deficiency state,CEDS
DOID:0110117	autoimmune lymphoproliferative syndrome type 4	An autoimmune lymphoproliferative syndrome that has_material_basis_in somatic mutation in the NRAS gene or the KRAS gene on chromosome 12p12. [url:https\://pubmed.ncbi.nlm.nih.gov/24240292/]	ALPS type 4,ALPS type IV,ALPS4,autoimmune lymphoproliferative syndrome type IV,RALD,RAS-associated autoimmune leukoproliferative disease,RAS-associated autoimmune leukoproliferative disorder
DOID:0110118	Leber congenital amaurosis 16	A Leber congenital amaurosis that has_material_basis_in mutation in the KCNJ13 gene on chromosome 2q37. [url:https\://www.ncbi.nlm.nih.gov/pubmed/21763485]	LCA16
