HGNC ID	Approved symbol	Approved name	Alias symbols	Alias names
HGNC:12355	TRV-AAC1-3	tRNA-Val (anticodon AAC) 1-3	tRNA-Val-AAC-1-3	
HGNC:12353	TRV-AAC1-4	tRNA-Val (anticodon AAC) 1-4	tRNA-Val-AAC-1-4	
HGNC:33246	TRV-AAC1-5	tRNA-Val (anticodon AAC) 1-5	HtV1, tRNA-Val-AAC-1-5	
HGNC:34543	TRV-AAC2-1	tRNA-Val (anticodon AAC) 2-1	tRNA-Val-AAC-2-1	
HGNC:33247	TRV-AAC3-1	tRNA-Val (anticodon AAC) 3-1	HtV2, tRNA-Val-AAC-3-1	
HGNC:34723	TRV-AAC4-1	tRNA-Val (anticodon AAC) 4-1	tRNA-Val-AAC-4-1	
HGNC:34573	TRV-AAC5-1	tRNA-Val (anticodon AAC) 5-1	tRNA-Val-AAC-5-1	
HGNC:34740	TRV-AAC6-1	tRNA-Val (anticodon AAC) 6-1	tRNA-Val-AAC-6-1	
HGNC:34973	TRV-AAC7-1	tRNA-Val (AAC) 7-1	tRNA-Val-AAC-7-1	
HGNC:34941	TRV-CAC1-1	tRNA-Val (anticodon CAC) 1-1	tRNA-Val-CAC-1-1	
HGNC:12354	TRV-CAC1-2	tRNA-Val (anticodon CAC) 1-2	tRNA-Val-CAC-1-2	
HGNC:33248	TRV-CAC1-3	tRNA-Val (anticodon CAC) 1-3	HtV3, tRNA-Val-CAC-1-3	
HGNC:34541	TRV-CAC1-4	tRNA-Val (anticodon CAC) 1-4	tRNA-Val-CAC-1-4	
HGNC:33245	TRV-CAC1-5	tRNA-Val (anticodon CAC) 1-5	tRNA-Val-CAC-1-5	
HGNC:34790	TRV-CAC1-6	tRNA-Val (anticodon CAC) 1-6	tRNA-Val-CAC-1-6	
HGNC:54846	TRV-CAC1-7	tRNA-Val (anticodon CAC) 1-7	tRNA-Val-CAC-1-7	
HGNC:34931	TRV-CAC2-1	tRNA-Val (anticodon CAC) 2-1	tRNA-Val-CAC-2-1	
HGNC:34985	TRV-CAC3-1	tRNA-Val (anticodon CAC) 3-1	tRNA-Val-CAC-3-1	
HGNC:34893	TRV-CAC4-1	tRNA-Val (anticodon CAC) 4-1	tRNA-Val-CAC-4-1	
HGNC:34791	TRV-CAC5-1	tRNA-Val (anticodon CAC) 5-1	tRNA-Val-CAC-5-1	
HGNC:34936	TRV-CAC6-1	tRNA-Val (anticodon CAC) 6-1	tRNA-Val-CAC-6-1	
HGNC:34662	TRV-CAC7-1	tRNA-Val (CAC) 7-1	tRNA-Val-CAC-7-1	
HGNC:34704	TRV-CAC8-1	tRNA-Val (CAC) 8-1	tRNA-Val-CAC-8-1	
HGNC:34759	TRV-CAC9-1	tRNA-Val (anticodon CAC) 9-1	tRNA-Val-CAC-9-1	
HGNC:38576	TRV-CAC10-1	tRNA-Val (CAC) 10-1	tRNA-Val-CAC-10-1	
HGNC:38578	TRV-CAC11-1	tRNA-Val (anticodon CAC) 11-1	tRNA-Val-CAC-11-1	
HGNC:35052	TRV-CAC11-2	tRNA-Val (anticodon CAC) 11-2	tRNA-Val-CAC-11-2	
HGNC:34632	TRV-CAC12-1	tRNA-Val (anticodon CAC) 12-1	tRNA-Val-CAC-12-1	
HGNC:35075	TRV-CAC13-1	tRNA-Val (CAC) 13-1	tRNA-Val-CAC-13-1	
HGNC:35050	TRV-CAC14-1	tRNA-Val (anticodon CAC) 14-1	tRNA-Val-CAC-14-1	
HGNC:34544	TRV-TAC1-1	tRNA-Val (anticodon TAC) 1-1	tRNA-Val-TAC-1-1	
HGNC:34754	TRV-TAC1-2	tRNA-Val (anticodon TAC) 1-2	tRNA-Val-TAC-1-2	
HGNC:34849	TRV-TAC2-1	tRNA-Val (anticodon TAC) 2-1	tRNA-Val-TAC-2-1	
HGNC:34910	TRV-TAC3-1	tRNA-Val (anticodon TAC) 3-1	tRNA-Val-TAC-3-1	
HGNC:34977	TRV-TAC4-1	tRNA-Val (anticodon TAC) 4-1	tRNA-Val-TAC-4-1	
HGNC:34685	TRW-CCA1-1	tRNA-Trp (anticodon CCA) 1-1	tRNA-Trp-CCA-1-1	
HGNC:34766	TRW-CCA2-1	tRNA-Trp (anticodon CCA) 2-1	tRNA-Trp-CCA-2-1	
HGNC:35006	TRW-CCA3-1	tRNA-Trp (anticodon CCA) 3-1	tRNA-Trp-CCA-3-1	
HGNC:34607	TRW-CCA3-2	tRNA-Trp (anticodon CCA) 3-2	tRNA-Trp-CCA-3-2	
HGNC:34674	TRW-CCA3-3	tRNA-Trp (anticodon CCA) 3-3	tRNA-Trp-CCA-3-3	
HGNC:34733	TRW-CCA4-1	tRNA-Trp (anticodon CCA) 4-1	tRNA-Trp-CCA-4-1	
HGNC:34753	TRW-CCA5-1	tRNA-Trp (anticodon CCA) 5-1	tRNA-Trp-CCA-5-1	
HGNC:34876	TRW-CCA6-1	tRNA-Trp (anticodon CCA) 6-1	tRNA-Trp-CCA-6-1	
HGNC:34574	TRX-CAT1-1	tRNA-iMet (anticodon CAT) 1-1	tRNA-iMet-CAT-1-1	transfer RNA initiator methionine (CAT) 1-1
HGNC:12318	TRX-CAT1-2	tRNA-iMet (anticodon CAT) 1-2	tRNA-iMet-CAT-1-2	transfer RNA initiator methionine (CAT) 1-3
HGNC:34655	TRX-CAT1-3	tRNA-iMet (anticodon CAT) 1-3	tRNA-iMet-CAT-1-3	transfer RNA initiator methionine (CAT) 1-4
HGNC:34599	TRX-CAT1-4	tRNA-iMet (anticodon CAT) 1-4	tRNA-iMet-CAT-1-4	transfer RNA initiator methionine (CAT) 1-5
HGNC:34913	TRX-CAT1-5	tRNA-iMet (anticodon CAT) 1-5	tRNA-iMet-CAT-1-5	transfer RNA initiator methionine (CAT) 1-6
HGNC:34863	TRX-CAT1-6	tRNA-iMet (anticodon CAT) 1-6	tRNA-iMet-CAT-1-6	transfer RNA initiator methionine (CAT) 1-7
HGNC:34882	TRX-CAT1-7	tRNA-iMet (anticodon CAT) 1-7	tRNA-iMet-CAT-1-7	transfer RNA initiator methionine (CAT) 1-8
HGNC:34818	TRX-CAT1-8	tRNA-iMet (anticodon CAT) 1-8	tRNA-iMet-CAT-1-8	transfer RNA initiator methionine (CAT) 1-2
HGNC:12322	TRX-CAT2-1	tRNA-iMet (anticodon CAT) 2-1	tRNA-iMet-CAT-2-1	transfer RNA initiator methionine (CAT) 2-1
HGNC:34749	TRX-CAT3-1	tRNA-iMet (anticodon CAT) 3-1	tRNA-iMet-CAT-3-1	transfer RNA initiator methionine (CAT) 3-1
HGNC:34816	TRY-ATA1-1	tRNA-Tyr (anticodon ATA) 1-1	tRNA-Tyr-ATA-1-1	
HGNC:34835	TRY-GTA1-1	tRNA-Tyr (anticodon GTA) 1-1	tRNA-Tyr-GTA-1-1	
HGNC:34581	TRY-GTA2-1	tRNA-Tyr (anticodon GTA) 2-1	tRNA-Tyr-GTA-2-1	
HGNC:34724	TRY-GTA3-1	tRNA-Tyr (anticodon GTA) 3-1	tRNA-Tyr-GTA-3-1	
HGNC:34974	TRY-GTA4-1	tRNA-Tyr (anticodon GTA) 4-1	tRNA-Tyr-GTA-4-1	
HGNC:35007	TRY-GTA5-1	tRNA-Tyr (anticodon GTA) 5-1	tRNA-Tyr-GTA-5-1	
HGNC:34663	TRY-GTA5-2	tRNA-Tyr (anticodon GTA) 5-2	tRNA-Tyr-GTA-5-2	
HGNC:34993	TRY-GTA5-3	tRNA-Tyr (anticodon GTA) 5-3	tRNA-Tyr-GTA-5-3	
HGNC:33250	TRY-GTA5-4	tRNA-Tyr (anticodon GTA) 5-4	tRNA-Tyr-GTA-5-4	
HGNC:34558	TRY-GTA5-5	tRNA-Tyr (anticodon GTA) 5-5	tRNA-Tyr-GTA-5-5	
HGNC:34782	TRY-GTA6-1	tRNA-Tyr (anticodon GTA) 6-1	tRNA-Tyr-GTA-6-1	
HGNC:33249	TRY-GTA7-1	tRNA-Tyr (anticodon GTA) 7-1	tRNA-Tyr-GTA-7-1	
HGNC:34905	TRY-GTA8-1	tRNA-Tyr (anticodon GTA) 8-1	tRNA-Tyr-GTA-8-1	
HGNC:34616	TRY-GTA9-1	tRNA-Tyr (anticodon GTA) 9-1	tRNA-Tyr-GTA-9-1	
HGNC:34842	TRY-GTA10-1	tRNA-Tyr (GTA) 10-1	tRNA-Tyr-GTA-10-1	
HGNC:35082	TRY-GTA11-1	tRNA-Tyr (anticodon GTA) 11-1	tRNA-Tyr-GTA-11-1	
HGNC:35071	TRY-GTA12-1	tRNA-Tyr (anticodon GTA) 12-1	tRNA-Tyr-GTA-12-1	
HGNC:30636	TSACC	TSSK6 activating cochaperone	SSTK-IP, SIP	SSTK-interacting protein
HGNC:13922	TSBP1	testis expressed basic protein 1	TSBP	testis specific basic protein
HGNC:39756	TSBP1-AS1	TSBP1 and BTNL2 antisense RNA 1	XXbac-BPG154L12.4	
HGNC:12362	TSC1	TSC complex subunit 1	KIAA0243, LAM, hamartin	hamartin
HGNC:12363	TSC2	TSC complex subunit 2	tuberin, LAM, PPP1R160	protein phosphatase 1, regulatory subunit 160
HGNC:16826	TSC22D1	TSC22 domain family member 1	TSC22, MGC17597	
HGNC:43684	TSC22D1-AS1	TSC22D1 antisense RNA 1		
HGNC:29095	TSC22D2	TSC22 domain family member 2	KIAA0669, TILZ4a, TILZ4b, TILZ4c	
HGNC:3051	TSC22D3	TSC22 domain family member 3	DIP, GILZ, TSC-22R, hDIP	glucocorticoid-induced leucine zipper
HGNC:21696	TSC22D4	TSC22 domain family member 4	THG-1, TILZ2	
HGNC:28422	TSEN2	tRNA splicing endonuclease subunit 2	SEN2, SEN2L, MGC2776	
HGNC:43965	TSEN2P1	tRNA splicing endonuclease subunit 2 pseudogene 1		
HGNC:16791	TSEN15	tRNA splicing endonuclease subunit 15		
HGNC:43962	TSEN15P1	tRNA splicing endonuclease subunit 15 pseudogene 1		
HGNC:43963	TSEN15P2	tRNA splicing endonuclease subunit 15 pseudogene 2		
HGNC:43964	TSEN15P3	tRNA splicing endonuclease subunit 15 pseudogene 3		
HGNC:15506	TSEN34	tRNA splicing endonuclease subunit 34	SEN34, SEN34L	
HGNC:27561	TSEN54	tRNA splicing endonuclease subunit 54	SEN54, SEN54L	
HGNC:12367	TSFM	Ts translation elongation factor, mitochondrial	EF-Tsmt, EF-TS	
HGNC:15971	TSG101	tumor susceptibility 101	VPS23	
HGNC:14927	TSGA10	testis specific 10	CEP4L, CT79	cancer/testis antigen 79
HGNC:26555	TSGA10IP	testis specific 10 interacting protein	FLJ32880, FAM161C	
HGNC:12369	TSGA13	testis specific 13		
HGNC:12372	TSHB	thyroid stimulating hormone subunit beta		thyrotropin subunit beta
HGNC:12373	TSHR	thyroid stimulating hormone receptor	LGR3	
HGNC:10669	TSHZ1	teashirt zinc finger homeobox 1	NY-CO-33, TSH1	
HGNC:13010	TSHZ2	teashirt zinc finger homeobox 2	ZABC2, OVC10-2, TSH2	
HGNC:30700	TSHZ3	teashirt zinc finger homeobox 3	KIAA1474, TSH3	teashirt 3
HGNC:55288	TSHZ3-AS1	TSHZ3 antisense RNA 1		
HGNC:12377	TSIX	TSIX transcript, XIST antisense RNA	NCRNA00013, XIST-AS1, LINC00013	XIST antisense RNA (non-protein coding), long intergenic non-protein coding RNA 13
HGNC:30719	TSKS	testis specific serine kinase substrate	TSSKS, PPP1R161	protein phosphatase 1, regulatory subunit 161
HGNC:28850	TSKU	tsukushi, small leucine rich proteoglycan	E2IG4, TSK	
HGNC:55509	TSKU-AS1	TSKU antisense RNA 1		
HGNC:30743	TSLP	thymic stromal lymphopoietin		
HGNC:12379	TSN	translin	TRSLN, BCLF-1, REHF-1	recombination hotspot associated factor
HGNC:26437	TSNARE1	t-SNARE domain containing 1	FLJ31164	
HGNC:12380	TSNAX	translin associated factor X	TRAX, C3PO	
HGNC:49177	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)		
HGNC:18586	TSNAXIP1	translin associated factor X interacting protein 1	TXI1	
HGNC:20657	TSPAN1	tetraspanin 1	TSPAN-1, NET-1	
HGNC:20659	TSPAN2	tetraspanin 2	TSPAN-2, TSN2, FLJ12082	
HGNC:17752	TSPAN3	tetraspanin 3	TM4-A, TSPAN-3	
HGNC:11859	TSPAN4	tetraspanin 4	NAG-2, TSPAN-4, TETRASPAN	
HGNC:17753	TSPAN5	tetraspanin 5	Tspan-5, NET-4	
HGNC:55389	TSPAN5-DT	TSPAN5 divergent transcript		
HGNC:11858	TSPAN6	tetraspanin 6	T245, TSPAN-6	
HGNC:11854	TSPAN7	tetraspanin 7	DXS1692E, TALLA-1, A15, CD231	
HGNC:11855	TSPAN8	tetraspanin 8	CO-029	
HGNC:21640	TSPAN9	tetraspanin 9	NET-5	
HGNC:41462	TSPAN9-IT1	TSPAN9 intronic transcript 1		
HGNC:29942	TSPAN10	tetraspanin 10	OCSP	oculospanin
HGNC:30795	TSPAN11	tetraspanin 11		
HGNC:21641	TSPAN12	tetraspanin 12	NET-2	
HGNC:21643	TSPAN13	tetraspanin 13	NET-6	
HGNC:23303	TSPAN14	tetraspanin 14	DC-TM4F2, MGC11352	
HGNC:55833	TSPAN14-AS1	TSPAN14 antisense RNA 1		
HGNC:23298	TSPAN15	tetraspanin 15	NET-7	
HGNC:30725	TSPAN16	tetraspanin 16	TM4-B, TM-8	
HGNC:13594	TSPAN17	tetraspanin 17	FBX23	
HGNC:20660	TSPAN18	tetraspanin 18	TSPAN	
HGNC:54221	TSPAN18-AS1	TSPAN18 antisense RNA 1		
HGNC:31886	TSPAN19	tetraspanin 19		
HGNC:10539	TSPAN31	tetraspanin 31		
HGNC:13410	TSPAN32	tetraspanin 32		
HGNC:28743	TSPAN33	tetraspanin 33	MGC50844, Penumbra	
HGNC:1268	TSPEAR	thrombospondin type laminin G domain and EAR repeats	MGC11251, TSP-EAR	
HGNC:1271	TSPEAR-AS1	TSPEAR antisense RNA 1		
HGNC:16428	TSPEAR-AS2	TSPEAR antisense RNA 2		
HGNC:1158	TSPO	translocator protein	PBR, MBR, PKBS, mDRC, DBI, IBP, pk18	peripheral-type benzodiazepine receptor/recognition site
HGNC:21256	TSPO2	translocator protein 2	dJ34B21.2	similar to RIKEN cDNA 2510027D20
HGNC:16831	TSPOAP1	TSPO associated protein 1	PRAX-1, KIAA0612, RIM-BP1, RIMBP1	
HGNC:44148	TSPOAP1-AS1	TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1		
HGNC:12381	TSPY1	testis specific protein Y-linked 1	CT78	cancer/testis antigen 78
HGNC:23924	TSPY2	testis specific protein Y-linked 2	TSPYQ1	
HGNC:33876	TSPY3	testis specific protein Y-linked 3	CT78	
HGNC:37287	TSPY4	testis specific protein Y-linked 4		
HGNC:23907	TSPY5P	testis specific protein Y-linked 5, pseudogene		
HGNC:34039	TSPY6P	testis specific protein Y-linked 6, pseudogene		
HGNC:34040	TSPY7P	testis specific protein Y-linked 7, pseudogene		
HGNC:37471	TSPY8	testis specific protein Y-linked 8		
HGNC:37472	TSPY9	testis specific protein Y-linked 9		
HGNC:37473	TSPY10	testis specific protein Y-linked 10		
HGNC:23903	TSPY11P	testis specific protein Y-linked 11, pseudogene		
HGNC:23904	TSPY12P	testis specific protein Y-linked 12, pseudogene		
HGNC:23905	TSPY13P	testis specific protein Y-linked 13, pseudogene		
HGNC:23906	TSPY14P	testis specific protein Y-linked 14, pseudogene		
HGNC:37474	TSPY15P	testis specific protein Y-linked 15, pseudogene		
HGNC:37712	TSPY16P	testis specific protein Y-linked 16, pseudogene		
HGNC:37713	TSPY17P	testis specific protein Y-linked 17, pseudogene		
HGNC:37725	TSPY18P	testis specific protein Y-linked 18, pseudogene		
HGNC:37998	TSPY19P	testis specific protein Y-linked 19, pseudogene		
HGNC:38093	TSPY20P	testis specific protein Y-linked 20, pseudogene		
HGNC:38101	TSPY21P	testis specific protein Y-linked 21, pseudogene		
HGNC:38522	TSPY22P	testis specific protein Y-linked 22, pseudogene		
HGNC:38594	TSPY23P	testis specific protein Y-linked 23, pseudogene		
HGNC:38725	TSPY24P	testis specific protein Y-linked 24, pseudogene		
HGNC:38726	TSPY25P	testis specific protein Y-linked 25, pseudogene		
HGNC:16256	TSPY26P	testis specific protein Y-linked 26, pseudogene	bA392M18.1	
HGNC:12382	TSPYL1	TSPY like 1		
HGNC:24358	TSPYL2	TSPY like 2	SE20-4, HRIHFB2216, CTCL, DENTT, CDA1, CINAP, TSPX	
HGNC:21559	TSPYL4	TSPY like 4	dJ486I3.2, KIAA0721	
HGNC:29367	TSPYL5	TSPY like 5	KIAA1750	Testis-specific Y-encoded-like protein 5
HGNC:14521	TSPYL6	TSPY like 6		
HGNC:25542	TSR1	TSR1 ribosome maturation factor	FLJ10534	
HGNC:25455	TSR2	TSR2 ribosome maturation factor	DT1P1A10, RP1-112K5.2, WGG1	WGG motif containing 1, escortin
HGNC:14175	TSR3	TSR3 ribosome maturation factor	MGC24381	
HGNC:12384	TSSC2	tumor suppressing subtransferable candidate 2 (pseudogene)		tumor-supressing STF cDNA 2, asparagine-linked glycosylation 1 homolog (yeast, beta-1,4-mannosyltransferase) (ALG1) pseudogene
HGNC:12386	TSSC4	tumor suppressing subtransferable candidate 4		
HGNC:11400	TSSK1A	testis specific serine kinase 1A (pseudogene)	TSSK1, SPOGA1, TSSK1AP	
HGNC:14968	TSSK1B	testis specific serine kinase 1B	SPOGA4, FKSG81	
HGNC:11401	TSSK2	testis specific serine kinase 2	SPOGA2, FLJ38613	
HGNC:15473	TSSK3	testis specific serine kinase 3	SPOGA3	
HGNC:19825	TSSK4	testis specific serine kinase 4		chromosome 14 open reading frame 20
HGNC:31931	TSSK5P	testis specific serine kinase 5, pseudogene	TSSKps1	
HGNC:30410	TSSK6	testis specific serine kinase 6	SSTK, FLJ24002, CT72	cancer/testis antigen 72
HGNC:12388	TST	thiosulfate sulfurtransferase	RDS	rhodanese
HGNC:35410	TSTD1	thiosulfate sulfurtransferase like domain containing 1	KAT	
HGNC:30087	TSTD2	thiosulfate sulfurtransferase like domain containing 2	PP4189	rhodanese like domain containing 2
HGNC:40910	TSTD3	thiosulfate sulfurtransferase like domain containing 3		
HGNC:19140	TTBK1	tau tubulin kinase 1	KIAA1855	
HGNC:19141	TTBK2	tau tubulin kinase 2	KIAA0847	
HGNC:55598	TTBK2-AS1	TTBK2 antisense RNA 1		
HGNC:12391	TTC1	tetratricopeptide repeat domain 1	TPR1	
HGNC:12393	TTC3	tetratricopeptide repeat domain 3	TPRD, TPRDI, DCRR1, TPRDII, TPRDIII, RNF105	
HGNC:40595	TTC3-AS1	TTC3 antisense RNA 1		
HGNC:23318	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1	RNF105L	
HGNC:12394	TTC4	tetratricopeptide repeat domain 4	MGC5097, FLJ41930, CNS1	
HGNC:12395	TTC4P1	tetratricopeptide repeat domain 4 pseudogene 1		
HGNC:19274	TTC5	tetratricopeptide repeat domain 5	Strap	
HGNC:19739	TTC6	tetratricopeptide repeat domain 6		
HGNC:19750	TTC7A	tetratricopeptide repeat domain 7A	KIAA1140	
HGNC:19858	TTC7B	tetratricopeptide repeat domain 7B		
HGNC:20087	TTC8	tetratricopeptide repeat domain 8	BBS8, RP51	
HGNC:20267	TTC9	tetratricopeptide repeat domain 9	KIAA0227, TTC9A	
HGNC:53243	TTC9-DT	TTC9 divergent transcript		
HGNC:26395	TTC9B	tetratricopeptide repeat domain 9B	FLJ30373	
HGNC:28432	TTC9C	tetratricopeptide repeat domain 9C	MGC29649	
HGNC:23700	TTC12	tetratricopeptide repeat domain 12	FLJ13859, FLJ20535, TPARM	
HGNC:55508	TTC12-DT	TTC12 divergent transcript		
HGNC:26204	TTC13	tetratricopeptide repeat domain 13	FLJ22584	
HGNC:24697	TTC14	tetratricopeptide repeat domain 14	FLJ00166, KIAA1980	
HGNC:52912	TTC14-DT	TTC14 divergent transcript		
HGNC:26536	TTC16	tetratricopeptide repeat domain 16	FLJ32780	
HGNC:25596	TTC17	tetratricopeptide repeat domain 17	FLJ10890	
HGNC:26006	TTC19	tetratricopeptide repeat domain 19	FLJ20343, MGC19520	
HGNC:30761	TTC21A	tetratricopeptide repeat domain 21A	STI2, IFT139A	
HGNC:25660	TTC21B	tetratricopeptide repeat domain 21B	FLJ11457, JBTS11, NPHP12, IFT139B, THM1, FAP60, FLA17	
HGNC:41115	TTC21B-AS1	TTC21B antisense RNA 1		
HGNC:26067	TTC22	tetratricopeptide repeat domain 22	FLJ20619	
HGNC:25730	TTC23	tetratricopeptide repeat domain 23	FLJ12572, HCC-8	
HGNC:26355	TTC23L	tetratricopeptide repeat domain 23 like	FLJ25439	
HGNC:55215	TTC23L-AS1	TTC23L antisense RNA 1		
HGNC:32348	TTC24	tetratricopeptide repeat domain 24		
HGNC:21882	TTC26	tetratricopeptide repeat domain 26	FLJ12571, dyf-13, DYF13, IFT56	
HGNC:25986	TTC27	tetratricopeptide repeat domain 27	FLJ20272	
HGNC:29179	TTC28	tetratricopeptide repeat domain 28	KIAA1043	
HGNC:29336	TTC28-AS1	TTC28 antisense RNA 1	KIAA1648	
HGNC:29936	TTC29	tetratricopeptide repeat domain 29	NYD-SP14	
HGNC:25853	TTC30A	tetratricopeptide repeat domain 30A	FLJ13946, IFT70A, FAP259	
HGNC:26425	TTC30B	tetratricopeptide repeat domain 30B	FLJ30990, fleer, IFT70B	
HGNC:25759	TTC31	tetratricopeptide repeat domain 31	FLJ12788	
HGNC:32954	TTC32	tetratricopeptide repeat domain 32		
HGNC:55236	TTC32-DT	TTC32 divergent transcript		
HGNC:29959	TTC33	tetratricopeptide repeat domain 33	OSRF	osmosis responsive factor
HGNC:34297	TTC34	tetratricopeptide repeat domain 34		
HGNC:33708	TTC36	tetratricopeptide repeat domain 36	HBP21	HSP70 binding protein 21
HGNC:55495	TTC36-AS1	TTC36 and KMT2A antisense RNA 1		
HGNC:23639	TTC37	tetratricopeptide repeat domain 37	THES, SKI3	thespin, SKI complex component SKI3 (S. cerevisiae)
HGNC:26082	TTC38	tetratricopeptide repeat domain 38	FLJ20699	
HGNC:18657	TTC39A	tetratricopeptide repeat domain 39A	KIAA0452, DEME-6	
HGNC:40851	TTC39A-AS1	TTC39A antisense RNA 1		
HGNC:23704	TTC39B	tetratricopeptide repeat domain 39B	FLJ33868	
HGNC:26595	TTC39C	tetratricopeptide repeat domain 39C	FLJ33761, HsT2697	
HGNC:51321	TTC39C-AS1	TTC39C antisense RNA 1		
HGNC:44019	TTC39CP1	tetratricopeptide repeat domain 39C pseudogene 1		
HGNC:35451	TTC39DP	tetratricopeptide repeat domain 39D, pseudogene		
HGNC:49210	TTC41P	tetratricopeptide repeat domain 41, pseudogene	GNNP	
HGNC:12397	TTF1	transcription termination factor 1		
HGNC:12398	TTF2	transcription termination factor 2	HuF2, ZGRF6	zinc finger, GRF-type containing 6, transcription release factor 2
HGNC:29029	TTI1	TELO2 interacting protein 1	smg-10	smg-10 homolog, nonsense mediated mRNA decay factor (C. elegans)
HGNC:26262	TTI2	TELO2 interacting protein 2	FLJ23263	
HGNC:12401	TTK	TTK protein kinase	MPS1, MPS1L1, CT96, MPH1	cancer/testis antigen 96, monopolar spindle 1 kinase
HGNC:21586	TTL	tubulin tyrosine ligase	MGC46235	
HGNC:1312	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	PGs3, TPGS3	polyglutamylase subunit 3
HGNC:40111	TTLL1-AS1	TTLL1 antisense RNA 1		
HGNC:21211	TTLL2	tubulin tyrosine ligase like 2	NYD-TSPG, dJ366N23.3	
HGNC:24483	TTLL3	tubulin tyrosine ligase like 3	DKFZP434B103, HOTTL	
HGNC:28976	TTLL4	tubulin tyrosine ligase like 4	KIAA0173	
HGNC:19963	TTLL5	tubulin tyrosine ligase like 5		tubulin polyglutamylase TTLL5
HGNC:26664	TTLL6	tubulin tyrosine ligase like 6	FLJ35808	
HGNC:26242	TTLL7	tubulin tyrosine ligase like 7	FLJ23033	
HGNC:41486	TTLL7-IT1	TTLL7 intronic transcript 1		
HGNC:34000	TTLL8	tubulin tyrosine ligase like 8		
HGNC:16118	TTLL9	tubulin tyrosine ligase like 9	dJ310O13.1	
HGNC:26693	TTLL10	tubulin tyrosine ligase like 10	FLJ36119	
HGNC:41159	TTLL10-AS1	TTLL10 antisense RNA 1		
HGNC:18113	TTLL11	tubulin tyrosine ligase like 11	bA244O19.1	
HGNC:28974	TTLL12	tubulin tyrosine ligase like 12	KIAA0153	
HGNC:32484	TTLL13	tubulin tyrosine ligase like 13	FLJ46079, MGC33417	
HGNC:12403	TTN	titin	CMPD4, FLJ32040, TMD, CMH9, LGMD2J, MYLK5	
HGNC:44124	TTN-AS1	TTN antisense RNA 1		
HGNC:12404	TTPA	alpha tocopherol transfer protein		
HGNC:16114	TTPAL	alpha tocopherol transfer protein like	dJ179M20.3	
HGNC:12405	TTR	transthyretin	HsT2651, CTS	
HGNC:14022	TTTY1	testis-specific transcript, Y-linked 1	TTY1, NCRNA00033, LINC00033	non-protein coding RNA 33, long intergenic non-protein coding RNA 33
HGNC:37981	TTTY1B	testis-specific transcript, Y-linked 1B		
HGNC:14023	TTTY2	testis-specific transcript, Y-linked 2	TTY2, lINC00109	long intergenic non-protein coding RNA 109
HGNC:37982	TTTY2B	testis-specific transcript, Y-linked 2B		
HGNC:16480	TTTY3	testis-specific transcript, Y-linked 3	TTY3, TTTY3A, LINC00121	long intergenic non-protein coding RNA 121
HGNC:31888	TTTY3B	testis-specific transcript, Y-linked 3B	LNCRNA00122	long intergenic non-protein coding RNA 122
HGNC:16481	TTTY4	testis-specific transcript, Y-linked 4	TTY4, TTTY4A, LINC00123	long intergenic non-protein coding RNA 123
HGNC:31891	TTTY4B	testis-specific transcript, Y-linked 4B	LINC00124	long intergenic non-protein coding RNA 124
HGNC:31892	TTTY4C	testis-specific transcript, Y-linked 4C	LINC00125	long intergenic non-protein coding RNA 125
HGNC:16482	TTTY5	testis-specific transcript, Y-linked 5	TTY5, LINC00126	long intergenic non-protein coding RNA 126
HGNC:16483	TTTY6	testis-specific transcript, Y-linked 6	TTY6, TTTY6A, LINC00127	long intergenic non-protein coding RNA 127
HGNC:31887	TTTY6B	testis-specific transcript, Y-linked 6B	LINC00128	long intergenic non-protein coding RNA 128
HGNC:18488	TTTY7	testis-specific transcript, Y-linked 7	LINC00129, TTTY7A	long intergenic non-protein coding RNA 129
HGNC:37463	TTTY7B	testis-specific transcript, Y-linked 7B	NCRNA00215	non-protein coding RNA 215
HGNC:18489	TTTY8	testis-specific transcript, Y-linked 8	TTY8, NCRNA00130, LINC00130	non-protein coding RNA 130, long intergenic non-protein coding RNA 130
HGNC:37622	TTTY8B	testis-specific transcript, Y-linked 8B	NCRNA00217	non-protein coding RNA 217
HGNC:18490	TTTY9A	testis-specific transcript, Y-linked 9A	TTY9, NCRNA00131	non-protein coding RNA 131
HGNC:32425	TTTY9B	testis-specific transcript, Y-linked 9B	NCRNA00132	non-protein coding RNA 132
HGNC:18491	TTTY10	testis-specific transcript, Y-linked 10	NCRNA00133	non-protein coding RNA 133
HGNC:18492	TTTY11	testis-specific transcript, Y-linked 11	TTY11, NCRNA00134	non-protein coding RNA 134
HGNC:18493	TTTY12	testis-specific transcript, Y-linked 12	TTY11, NCRNA00135	non-protein coding RNA 135
HGNC:18494	TTTY13	testis-specific transcript, Y-linked 13	TTY13, NCRNA00136	non-protein coding RNA 136
HGNC:38596	TTTY13B	testis-specific transcript, Y-linked 13B		
HGNC:38613	TTTY13C	testis-specific transcript, Y-linked 13C		
HGNC:18495	TTTY14	testis-specific transcript, Y-linked 14	TTY14, NCRNA00137, PRO2834	non-protein coding RNA 137
